solver_index,iteration,error 
2.00000000e+00,1.15000000e+02,6.41551841e-04 
2.00000000e+00,1.16000000e+02,6.18714489e-04 
2.00000000e+00,1.17000000e+02,5.96703271e-04 
2.00000000e+00,1.18000000e+02,5.75487218e-04 
2.00000000e+00,1.19000000e+02,5.55036957e-04 
2.00000000e+00,1.20000000e+02,5.35323931e-04 
2.00000000e+00,1.21000000e+02,5.16320846e-04 
2.00000000e+00,1.22000000e+02,4.98001509e-04 
2.00000000e+00,1.23000000e+02,4.80340677e-04 
2.00000000e+00,1.24000000e+02,4.63313918e-04 
2.00000000e+00,1.25000000e+02,4.46898156e-04 
2.00000000e+00,1.26000000e+02,4.31070820e-04 
2.00000000e+00,1.27000000e+02,4.15810371e-04 
2.00000000e+00,1.28000000e+02,4.01096056e-04 
2.00000000e+00,1.29000000e+02,3.86907965e-04 
2.00000000e+00,1.30000000e+02,3.73226824e-04 
2.00000000e+00,1.31000000e+02,3.60034208e-04 
2.00000000e+00,1.32000000e+02,3.47312363e-04 
2.00000000e+00,1.33000000e+02,3.35044112e-04 
2.00000000e+00,1.34000000e+02,3.23213047e-04 
2.00000000e+00,1.35000000e+02,3.11803452e-04 
2.00000000e+00,1.36000000e+02,3.00799741e-04 
2.00000000e+00,1.37000000e+02,2.90187507e-04 
2.00000000e+00,1.38000000e+02,2.79952556e-04 
2.00000000e+00,1.39000000e+02,2.70081252e-04 
2.00000000e+00,1.40000000e+02,2.60560553e-04 
2.00000000e+00,1.41000000e+02,2.51377579e-04 
2.00000000e+00,1.42000000e+02,2.42520607e-04 
2.00000000e+00,1.43000000e+02,2.33977627e-04 
2.00000000e+00,1.44000000e+02,2.25737464e-04 
2.00000000e+00,1.45000000e+02,2.17789336e-04 
2.00000000e+00,1.46000000e+02,2.10122383e-04 
2.00000000e+00,1.47000000e+02,2.02727000e-04 
2.00000000e+00,1.48000000e+02,1.95593262e-04 
2.00000000e+00,1.49000000e+02,1.88711939e-04 
2.00000000e+00,1.50000000e+02,1.82073899e-04 
2.00000000e+00,1.51000000e+02,1.75670408e-04 
2.00000000e+00,1.52000000e+02,1.69493179e-04 
2.00000000e+00,1.53000000e+02,1.63534224e-04 
2.00000000e+00,1.54000000e+02,1.57785648e-04 
2.00000000e+00,1.55000000e+02,1.52239946e-04 
2.00000000e+00,1.56000000e+02,1.46889981e-04 
2.00000000e+00,1.57000000e+02,1.41728761e-04 
2.00000000e+00,1.58000000e+02,1.36749512e-04 
2.00000000e+00,1.59000000e+02,1.31945844e-04 
2.00000000e+00,1.60000000e+02,1.27311547e-04 
2.00000000e+00,1.61000000e+02,1.22840589e-04 
2.00000000e+00,1.62000000e+02,1.18527079e-04 
2.00000000e+00,1.63000000e+02,1.14365522e-04 
2.00000000e+00,1.64000000e+02,1.10350620e-04 
2.00000000e+00,1.65000000e+02,1.06477010e-04 
2.00000000e+00,1.66000000e+02,1.02739687e-04 
2.00000000e+00,1.67000000e+02,9.91339875e-05 
2.00000000e+00,1.68000000e+02,9.56551631e-05 
2.00000000e+00,1.69000000e+02,9.22986928e-05 
2.00000000e+00,1.70000000e+02,8.90604137e-05 
2.00000000e+00,1.71000000e+02,8.59358356e-05 
2.00000000e+00,1.72000000e+02,8.29211762e-05 
2.00000000e+00,1.73000000e+02,8.00126212e-05 
2.00000000e+00,1.74000000e+02,7.72061574e-05 
2.00000000e+00,1.75000000e+02,7.44983121e-05 
2.00000000e+00,1.76000000e+02,7.18858012e-05 
2.00000000e+00,1.77000000e+02,6.93650119e-05 
2.00000000e+00,1.78000000e+02,6.69327413e-05 
2.00000000e+00,1.79000000e+02,6.45859188e-05 
2.00000000e+00,1.80000000e+02,6.23215326e-05 
2.00000000e+00,1.81000000e+02,6.01366474e-05 
2.00000000e+00,1.82000000e+02,5.80284413e-05 
2.00000000e+00,1.83000000e+02,5.59943719e-05 
2.00000000e+00,1.84000000e+02,5.40316774e-05 
2.00000000e+00,1.85000000e+02,5.21378569e-05 
2.00000000e+00,1.86000000e+02,5.03103926e-05 
2.00000000e+00,1.87000000e+02,4.85472858e-05 
2.00000000e+00,1.88000000e+02,4.68458379e-05 
2.00000000e+00,1.89000000e+02,4.52042379e-05 
2.00000000e+00,1.90000000e+02,4.36201594e-05 
2.00000000e+00,1.91000000e+02,4.20917022e-05 
2.00000000e+00,1.92000000e+02,4.06168747e-05 
2.00000000e+00,1.93000000e+02,3.91936869e-05 
2.00000000e+00,1.94000000e+02,3.78205557e-05 
2.00000000e+00,1.95000000e+02,3.64954376e-05 
2.00000000e+00,1.96000000e+02,3.52168809e-05 
2.00000000e+00,1.97000000e+02,3.39831209e-05 
2.00000000e+00,1.98000000e+02,3.27926705e-05 
2.00000000e+00,1.99000000e+02,3.16439143e-05 
2.00000000e+00,2.00000000e+02,3.05354222e-05 
2.00000000e+00,2.01000000e+02,2.94658200e-05 
2.00000000e+00,2.02000000e+02,2.84337157e-05 
2.00000000e+00,2.03000000e+02,2.74378288e-05 
2.00000000e+00,2.04000000e+02,2.64767867e-05 
2.00000000e+00,2.05000000e+02,2.55493839e-05 
2.00000000e+00,2.06000000e+02,2.46546178e-05 
2.00000000e+00,2.07000000e+02,2.37911729e-05 
2.00000000e+00,2.08000000e+02,2.29578816e-05 
2.00000000e+00,2.09000000e+02,2.21538535e-05 
2.00000000e+00,2.10000000e+02,2.13780509e-05 
2.00000000e+00,2.11000000e+02,2.06293257e-05 
2.00000000e+00,2.12000000e+02,1.99070099e-05 
2.00000000e+00,2.13000000e+02,1.92098269e-05 
2.00000000e+00,2.14000000e+02,1.85371461e-05 
2.00000000e+00,2.15000000e+02,1.78880419e-05 
2.00000000e+00,2.16000000e+02,1.72616442e-05 
2.00000000e+00,2.17000000e+02,1.66572311e-05 
2.00000000e+00,2.18000000e+02,1.60739882e-05 
2.00000000e+00,2.19000000e+02,1.55111752e-05 
2.00000000e+00,2.20000000e+02,1.49679784e-05 
2.00000000e+00,2.21000000e+02,1.44439161e-05 
2.00000000e+00,2.22000000e+02,1.39382485e-05 
2.00000000e+00,2.23000000e+02,1.34501438e-05 
2.00000000e+00,2.24000000e+02,1.29792498e-05 
2.00000000e+00,2.25000000e+02,1.25248272e-05 
2.00000000e+00,2.26000000e+02,1.20863027e-05 
2.00000000e+00,2.27000000e+02,1.16631402e-05 
2.00000000e+00,2.28000000e+02,1.12548035e-05 
2.00000000e+00,2.29000000e+02,1.08607933e-05 
2.00000000e+00,2.30000000e+02,1.04805369e-05 
2.00000000e+00,2.31000000e+02,1.01136459e-05 
2.00000000e+00,2.32000000e+02,9.75954755e-06 
solver_index,iteration,error 
3.00000000e+00,1.00000000e+00,1.00000000e+00 
3.00000000e+00,2.00000000e+00,4.12393228e-01 
3.00000000e+00,3.00000000e+00,2.24460619e-01 
3.00000000e+00,4.00000000e+00,1.36091971e-01 
3.00000000e+00,5.00000000e+00,8.71847107e-02 
3.00000000e+00,6.00000000e+00,5.76597940e-02 
3.00000000e+00,7.00000000e+00,3.88928774e-02 
3.00000000e+00,8.00000000e+00,2.65705155e-02 
3.00000000e+00,9.00000000e+00,1.83063461e-02 
3.00000000e+00,1.00000000e+01,1.26847995e-02 
3.00000000e+00,1.10000000e+01,8.82391067e-03 
3.00000000e+00,1.20000000e+01,6.15470639e-03 
3.00000000e+00,1.30000000e+01,4.30094560e-03 
3.00000000e+00,1.40000000e+01,3.00943505e-03 
3.00000000e+00,1.50000000e+01,2.10766048e-03 
3.00000000e+00,1.60000000e+01,1.47704409e-03 
3.00000000e+00,1.70000000e+01,1.03557614e-03 
3.00000000e+00,1.80000000e+01,7.26290354e-04 
3.00000000e+00,1.90000000e+01,5.09494986e-04 
3.00000000e+00,2.00000000e+01,3.57474841e-04 
3.00000000e+00,2.10000000e+01,2.50848179e-04 
3.00000000e+00,2.20000000e+01,1.76046577e-04 
3.00000000e+00,2.30000000e+01,1.23564204e-04 
3.00000000e+00,2.40000000e+01,8.67379256e-05 
3.00000000e+00,2.50000000e+01,6.08954828e-05 
3.00000000e+00,2.60000000e+01,4.27597924e-05 
3.00000000e+00,2.70000000e+01,2.41412973e-02 
3.00000000e+00,2.80000000e+01,2.27665611e-02 
3.00000000e+00,2.90000000e+01,2.14978331e-02 
3.00000000e+00,3.00000000e+01,2.03240554e-02 
3.00000000e+00,3.10000000e+01,1.92356411e-02 
3.00000000e+00,3.20000000e+01,1.82242396e-02 
3.00000000e+00,3.30000000e+01,1.72825443e-02 
3.00000000e+00,3.40000000e+01,1.64041353e-02 
3.00000000e+00,3.50000000e+01,1.55833496e-02 
3.00000000e+00,3.60000000e+01,1.48151727e-02 
3.00000000e+00,3.70000000e+01,1.40951491e-02 
3.00000000e+00,3.80000000e+01,1.34193061e-02 
3.00000000e+00,3.90000000e+01,1.27840912e-02 
3.00000000e+00,4.00000000e+01,1.21863166e-02 
3.00000000e+00,4.10000000e+01,1.16231148e-02 
3.00000000e+00,4.20000000e+01,1.10918989e-02 
3.00000000e+00,4.30000000e+01,1.05903293e-02 
3.00000000e+00,4.40000000e+01,1.01162842e-02 
3.00000000e+00,4.50000000e+01,9.66783604e-03 
3.00000000e+00,4.60000000e+01,9.24322802e-03 
3.00000000e+00,4.70000000e+01,8.84085777e-03 
3.00000000e+00,4.80000000e+01,8.45925843e-03 
3.00000000e+00,4.90000000e+01,8.09708678e-03 
3.00000000e+00,5.00000000e+01,7.75310850e-03 
3.00000000e+00,5.10000000e+01,7.42618897e-03 
3.00000000e+00,5.20000000e+01,7.11528239e-03 
3.00000000e+00,5.30000000e+01,6.81942370e-03 
3.00000000e+00,5.40000000e+01,6.53772082e-03 
3.00000000e+00,5.50000000e+01,6.26934797e-03 
3.00000000e+00,5.60000000e+01,6.01353934e-03 
3.00000000e+00,5.70000000e+01,5.76958418e-03 
3.00000000e+00,5.80000000e+01,5.53682176e-03 
3.00000000e+00,5.90000000e+01,5.31463669e-03 
3.00000000e+00,6.00000000e+01,5.10245574e-03 
3.00000000e+00,6.10000000e+01,4.89974419e-03 
3.00000000e+00,6.20000000e+01,4.70600197e-03 
3.00000000e+00,6.30000000e+01,4.52076182e-03 
3.00000000e+00,6.40000000e+01,4.34358611e-03 
3.00000000e+00,6.50000000e+01,4.17406469e-03 
3.00000000e+00,6.60000000e+01,4.01181301e-03 
3.00000000e+00,6.70000000e+01,3.85646957e-03 
3.00000000e+00,6.80000000e+01,3.70769500e-03 
3.00000000e+00,6.90000000e+01,3.56516971e-03 
3.00000000e+00,7.00000000e+01,3.42859311e-03 
3.00000000e+00,7.10000000e+01,3.29768175e-03 
3.00000000e+00,7.20000000e+01,3.17216816e-03 
3.00000000e+00,7.30000000e+01,3.05180023e-03 
3.00000000e+00,7.40000000e+01,2.93633977e-03 
3.00000000e+00,7.50000000e+01,2.82556143e-03 
3.00000000e+00,7.60000000e+01,2.71925234e-03 
3.00000000e+00,7.70000000e+01,2.61721077e-03 
3.00000000e+00,7.80000000e+01,2.51924564e-03 
3.00000000e+00,7.90000000e+01,2.42517637e-03 
3.00000000e+00,8.00000000e+01,2.33483103e-03 
3.00000000e+00,8.10000000e+01,2.24804682e-03 
3.00000000e+00,8.20000000e+01,2.16466922e-03 
3.00000000e+00,8.30000000e+01,2.08455133e-03 
3.00000000e+00,8.40000000e+01,2.00755372e-03 
3.00000000e+00,8.50000000e+01,1.93354342e-03 
3.00000000e+00,8.60000000e+01,1.86239450e-03 
3.00000000e+00,8.70000000e+01,1.79398648e-03 
3.00000000e+00,8.80000000e+01,1.72820510e-03 
3.00000000e+00,8.90000000e+01,1.66494122e-03 
3.00000000e+00,9.00000000e+01,1.60409112e-03 
3.00000000e+00,9.10000000e+01,1.54555540e-03 
3.00000000e+00,9.20000000e+01,1.48923989e-03 
3.00000000e+00,9.30000000e+01,1.43505410e-03 
3.00000000e+00,9.40000000e+01,1.38291218e-03 
3.00000000e+00,9.50000000e+01,1.33273163e-03 
3.00000000e+00,9.60000000e+01,1.28443416e-03 
3.00000000e+00,9.70000000e+01,1.23794454e-03 
3.00000000e+00,9.80000000e+01,1.19319112e-03 
3.00000000e+00,9.90000000e+01,1.15010514e-03 
3.00000000e+00,1.00000000e+02,1.10862110e-03 
3.00000000e+00,1.01000000e+02,1.06867603e-03 
3.00000000e+00,1.02000000e+02,1.03021000e-03 
3.00000000e+00,1.03000000e+02,9.93165185e-04 
3.00000000e+00,1.04000000e+02,9.57486817e-04 
3.00000000e+00,1.05000000e+02,9.23121843e-04 
3.00000000e+00,1.06000000e+02,8.90019734e-04 
3.00000000e+00,1.07000000e+02,8.58132058e-04 
3.00000000e+00,1.08000000e+02,8.27412232e-04 
3.00000000e+00,1.09000000e+02,7.97815751e-04 
3.00000000e+00,1.10000000e+02,7.69299991e-04 
3.00000000e+00,1.11000000e+02,7.41823741e-04 
3.00000000e+00,1.12000000e+02,7.15347756e-04 
3.00000000e+00,1.13000000e+02,6.89834436e-04 
3.00000000e+00,1.14000000e+02,6.65247367e-04 
3.00000000e+00,1.15000000e+02,6.41551906e-04 
3.00000000e+00,1.16000000e+02,6.18714464e-04 
3.00000000e+00,1.17000000e+02,5.96703241e-04 
3.00000000e+00,1.18000000e+02,5.75487259e-04 
3.00000000e+00,1.19000000e+02,5.55036939e-04 
3.00000000e+00,1.20000000e+02,5.35323938e-04 
3.00000000e+00,1.21000000e+02,5.16320858e-04 
3.00000000e+00,1.22000000e+02,4.98001502e-04 
3.00000000e+00,1.23000000e+02,4.80340624e-04 
3.00000000e+00,1.24000000e+02,4.63313933e-04 
3.00000000e+00,1.25000000e+02,4.46898194e-04 
3.00000000e+00,1.26000000e+02,4.31070774e-04 
3.00000000e+00,1.27000000e+02,4.15810401e-04 
3.00000000e+00,1.28000000e+02,4.01096021e-04 
3.00000000e+00,1.29000000e+02,3.86907989e-04 
3.00000000e+00,1.30000000e+02,3.73226808e-04 
3.00000000e+00,1.31000000e+02,3.60034208e-04 
3.00000000e+00,1.32000000e+02,3.47312366e-04 
3.00000000e+00,1.33000000e+02,3.35044126e-04 
3.00000000e+00,1.34000000e+02,3.23213095e-04 
3.00000000e+00,1.35000000e+02,3.11803353e-04 
3.00000000e+00,1.36000000e+02,3.00799732e-04 
3.00000000e+00,1.37000000e+02,2.90187542e-04 
3.00000000e+00,1.38000000e+02,2.79952604e-04 
3.00000000e+00,1.39000000e+02,2.70081257e-04 
3.00000000e+00,1.40000000e+02,2.60560474e-04 
3.00000000e+00,1.41000000e+02,2.51377690e-04 
3.00000000e+00,1.42000000e+02,2.42520633e-04 
3.00000000e+00,1.43000000e+02,2.33977638e-04 
3.00000000e+00,1.44000000e+02,2.25737507e-04 
3.00000000e+00,1.45000000e+02,2.17789196e-04 
3.00000000e+00,1.46000000e+02,2.10122455e-04 
3.00000000e+00,1.47000000e+02,2.02726983e-04 
3.00000000e+00,1.48000000e+02,1.95593383e-04 
3.00000000e+00,1.49000000e+02,1.88711891e-04 
3.00000000e+00,1.50000000e+02,1.82073923e-04 
3.00000000e+00,1.51000000e+02,1.75670407e-04 
3.00000000e+00,1.52000000e+02,1.69493185e-04 
3.00000000e+00,1.53000000e+02,1.63534234e-04 
3.00000000e+00,1.54000000e+02,1.57785568e-04 
3.00000000e+00,1.55000000e+02,1.52239975e-04 
3.00000000e+00,1.56000000e+02,1.46889950e-04 
3.00000000e+00,1.57000000e+02,1.41728759e-04 
3.00000000e+00,1.58000000e+02,1.36749517e-04 
3.00000000e+00,1.59000000e+02,1.31945816e-04 
3.00000000e+00,1.60000000e+02,1.27311489e-04 
3.00000000e+00,1.61000000e+02,1.22840581e-04 
3.00000000e+00,1.62000000e+02,1.18527110e-04 
3.00000000e+00,1.63000000e+02,1.14365555e-04 
3.00000000e+00,1.64000000e+02,1.10350514e-04 
3.00000000e+00,1.65000000e+02,1.06477041e-04 
3.00000000e+00,1.66000000e+02,1.02739703e-04 
3.00000000e+00,1.67000000e+02,9.91340308e-05 
3.00000000e+00,1.68000000e+02,9.56551492e-05 
3.00000000e+00,1.69000000e+02,9.22987166e-05 
3.00000000e+00,1.70000000e+02,8.90603151e-05 
3.00000000e+00,1.71000000e+02,8.59358286e-05 
3.00000000e+00,1.72000000e+02,8.29211955e-05 
3.00000000e+00,1.73000000e+02,8.00125402e-05 
3.00000000e+00,1.74000000e+02,7.72061066e-05 
3.00000000e+00,1.75000000e+02,7.44984388e-05 
3.00000000e+00,1.76000000e+02,7.18857725e-05 
3.00000000e+00,1.77000000e+02,6.93649718e-05 
3.00000000e+00,1.78000000e+02,6.69327069e-05 
3.00000000e+00,1.79000000e+02,6.45858649e-05 
3.00000000e+00,1.80000000e+02,6.23215002e-05 
3.00000000e+00,1.81000000e+02,6.01366536e-05 
3.00000000e+00,1.82000000e+02,5.80284669e-05 
3.00000000e+00,1.83000000e+02,5.59943309e-05 
3.00000000e+00,1.84000000e+02,5.40316714e-05 
3.00000000e+00,1.85000000e+02,5.21377521e-05 
3.00000000e+00,1.86000000e+02,5.03103807e-05 
3.00000000e+00,1.87000000e+02,4.85471858e-05 
3.00000000e+00,1.88000000e+02,4.68458964e-05 
3.00000000e+00,1.89000000e+02,4.52042761e-05 
3.00000000e+00,1.90000000e+02,4.36202210e-05 
3.00000000e+00,1.91000000e+02,4.20916616e-05 
3.00000000e+00,1.92000000e+02,4.06168908e-05 
3.00000000e+00,1.93000000e+02,3.91937103e-05 
3.00000000e+00,1.94000000e+02,3.78204643e-05 
3.00000000e+00,1.95000000e+02,3.64954985e-05 
3.00000000e+00,1.96000000e+02,3.52169294e-05 
3.00000000e+00,1.97000000e+02,3.39831700e-05 
3.00000000e+00,1.98000000e+02,3.27926013e-05 
3.00000000e+00,1.99000000e+02,3.16438676e-05 
3.00000000e+00,2.00000000e+02,3.05354498e-05 
3.00000000e+00,2.01000000e+02,2.94658461e-05 
3.00000000e+00,2.02000000e+02,2.84337027e-05 
3.00000000e+00,2.03000000e+02,2.74378143e-05 
3.00000000e+00,2.04000000e+02,2.64767956e-05 
3.00000000e+00,2.05000000e+02,2.55493438e-05 
3.00000000e+00,2.06000000e+02,2.46545832e-05 
3.00000000e+00,2.07000000e+02,2.37910972e-05 
3.00000000e+00,2.08000000e+02,2.29578960e-05 
3.00000000e+00,2.09000000e+02,2.21538754e-05 
3.00000000e+00,2.10000000e+02,2.13779810e-05 
3.00000000e+00,2.11000000e+02,2.06293717e-05 
3.00000000e+00,2.12000000e+02,1.99070428e-05 
3.00000000e+00,2.13000000e+02,1.92097766e-05 
3.00000000e+00,2.14000000e+02,1.85371923e-05 
3.00000000e+00,2.15000000e+02,1.78880400e-05 
3.00000000e+00,2.16000000e+02,1.72616933e-05 
3.00000000e+00,2.17000000e+02,1.66571487e-05 
3.00000000e+00,2.18000000e+02,1.60739443e-05 
3.00000000e+00,2.19000000e+02,1.55110771e-05 
3.00000000e+00,2.20000000e+02,1.49680363e-05 
3.00000000e+00,2.21000000e+02,1.44439669e-05 
3.00000000e+00,2.22000000e+02,1.39382106e-05 
3.00000000e+00,2.23000000e+02,1.34501917e-05 
3.00000000e+00,2.24000000e+02,1.29792686e-05 
3.00000000e+00,2.25000000e+02,1.25248166e-05 
3.00000000e+00,2.26000000e+02,1.20863257e-05 
3.00000000e+00,2.27000000e+02,1.16631219e-05 
3.00000000e+00,2.28000000e+02,1.12548268e-05 
3.00000000e+00,2.29000000e+02,1.08607503e-05 
3.00000000e+00,2.30000000e+02,1.04805796e-05 
3.00000000e+00,2.31000000e+02,1.01136249e-05 
3.00000000e+00,2.32000000e+02,9.75949152e-06 
